ORF Localization
YDL036C nucleus
YGL151W nucleus
YMR060C mitochondria
YLR032W nucleus
YDR197W mitochondria
YOR296W below_threshold
YNL101W below_threshold
YCL016C nucleus
YOR328W below_threshold
YAL039C mitochondria
YHL023C cytosol
YPR150W below_threshold
YGR070W below_threshold
YMR297W cytosol
YNL176C cytosol
YCR081W below_threshold
YJL071W mitochondria
YOR179C below_threshold
YNR045W mitochondria
YMR116C below_threshold
YNL221C cytosol
YOR040W mitochondria
YLL060C cytosol
YDR255C below_threshold
YHL010C cytosol
YBR235W below_threshold
YPR105C cytosol
YCL065W below_threshold
YDR227W nuclear_periphery
YHR182W bud_neck:cytosol
YHR198C mitochondria
YML027W nucleus
YLR408C punctate
YHR129C cytosol
YPR178W nucleus
YOR284W punctate
YOR093C below_threshold
YGR258C below_threshold
YNL324W below_threshold
YHR136C cytosol
YLR103C nucleus
YBL021C below_threshold
YNL339C below_threshold
YLR205C below_threshold
YLR219W cytosol
YIL177C below_threshold
YOR166C below_threshold
YDR490C below_threshold
YPR116W mitochondria
YGL160W cytosol
YKR006C mitochondria
YCL024W bud_neck
YGR018C below_threshold
YPL248C cytosol
YDL129W nucleus
YDL211C below_threshold
YKL176C below_threshold
YJL047C nucleus
YBL059W below_threshold
YML095C nucleus
YOR246C punctate
YDL152W below_threshold
YGL134W cytosol
YOL047C punctate
YDR333C below_threshold
YGR098C below_threshold
YGL131C nucleus:cytosol
YJL134W ER
YPR094W nucleus
YHR186C below_threshold
YIL173W punctate
YGL113W nucleus
YKL171W cytosol
YPR030W below_threshold
YIL158W vacuole
YOR055W cytosol
YIL151C cytosol
YFL036W cytosol
YPL065W punctate
YNL042W nucleus
YNL072W nucleus
YDR426C cytosol
YKR055W below_threshold
YOR052C nucleus
YDL034W below_threshold
YEL005C punctate
YBR066C nucleus
YMR035W below_threshold
YOR049C cytosol
YGR170W cytosol
YLR442C nuclear_periphery
YBL063W punctate
YGR133W punctate
YJR119C nucleus
YOR315W cytosol
YBR176W mitochondria
YBR027C below_threshold
YBR001C cytosol
YNL198C mitochondria
YLR209C below_threshold
YOR154W cytosol
YLR443W below_threshold
YHR008C below_threshold
YOR320C below_threshold
YBR147W cytosol
YJL090C nucleus
YDL216C cytosol
YNL211C mitochondria
YBL059C-A cytosol
YHR178W nucleus
YDR089W cytosol
YGL003C below_threshold
YKR070W mitochondria
YIL107C cytosol
YPL217C below_threshold
YJL024C punctate
YCR086W below_threshold
YCR047C ambiguous
YKL015W nucleus
YLR462W below_threshold
YLR263W cytosol
YPL202C cytosol
YDL244W cytosol
YNR038W below_threshold
YOR304W nucleus
YBR163W mitochondria
YPR185W cytosol
YER098W cytosol
YMR150C below_threshold
YOL015W below_threshold
YGR238C bud_neck
YPL237W below_threshold
YER147C nucleus
YCL063W cytosol
YMR066W mitochondria
YNL063W mitochondria
YPL072W mitochondria
YOR144C nucleus
YMR041C below_threshold
YJR015W ER
YBL022C mitochondria
YNL213C mitochondria
YKL165C-A below_threshold
YER016W punctate
YOR191W nucleus
YDL082W cytosol
YPL129W below_threshold
YKL098W below_threshold
YER071C punctate
YDL068W below_threshold
YHR172W punctate:nucleus
YER039C-A below_threshold
YPL141C cytosol
YPL025C below_threshold
YDR439W nucleolus
YDR026C nucleolus
YDR409W nucleus
YLR036C cytosol
YMR244W below_threshold
YIL003W below_threshold
YPR170C below_threshold
YGL224C cytosol
YHR185C below_threshold
YDR395W cytosol
YMR280C below_threshold
YJR143C ER
YDR350C below_threshold
YKL044W below_threshold
YDL105W nucleus
YLR255C below_threshold
YBR175W nucleus
YPL150W cytosol
YER038C nucleus
YGR216C below_threshold
YER018C below_threshold
YJR084W below_threshold
YLR228C nucleus
YOL050C below_threshold
YMR181C below_threshold
YER173W nucleus
YOR121C below_threshold
YKR017C below_threshold
YOR200W cytosol
YER170W mitochondria
YLR323C nucleus
YDR400W below_threshold
YDR226W below_threshold
YDR042C below_threshold
YNR020C cytosol
YER056C below_threshold
YKL061W punctate
YDR163W nucleus
YFR005C nucleus
YDL119C mitochondria
YDR130C punctate
YKL162C mitochondria
YCR073C below_threshold
YIL071C below_threshold
YER144C cytosol
YBR285W below_threshold
YJL181W cytosol
YJL030W cytosol
YLR404W punctate
YDR436W cytosol
YBL084C nucleus
YDL104C mitochondria
YLR292C below_threshold
YOR067C below_threshold
YMR201C nucleus
YOR107W nucleus
YGL128C nucleus
YJL169W below_threshold
YEL006W mitochondria
YER063W nucleus
YDR291W nucleus
YBL095W mitochondria
YMR324C below_threshold
YCL058C below_threshold
YOR058C below_threshold
YGR096W below_threshold
YLR383W nucleus
YPL149W cytosol
YJR135C punctate
YER165W below_threshold
YOR025W nucleus
YLR316C nucleus:cytosol
YLR016C nucleus
YLR199C cytosol
YGL034C below_threshold
YIL156W cytosol
YDL085C-A below_threshold
YDR387C below_threshold
YMR291W below_threshold
YLR451W nucleus
YPL096W below_threshold
YPR040W below_threshold
YDR511W mitochondria
YPL158C bud_neck
YHR011W mitochondria
YPR126C below_threshold
YDL246C below_threshold
YER167W nucleus:cytosol
YMR132C cytosol
YLR145W nucleus
YHL035C below_threshold
YOR208W cytosol
YMR208W below_threshold
YFR010W cytosol
YKL198C below_threshold
YPL172C mitochondria
YMR127C nucleus
YPR003C below_threshold
YHR213W below_threshold
YDR179C cytosol
YCL005W punctate
YNL217W vacuole
YPL179W below_threshold
YBR229C below_threshold
YDR188W below_threshold
YHR202W below_threshold
YEL070W below_threshold
YER060W below_threshold
YER128W below_threshold
YMR096W below_threshold
YKR030W below_threshold
YIL015W vacuole
YKL101W bud_neck
YFR057W cytosol
YDL199C below_threshold
YDL238C below_threshold
YOR170W below_threshold
YGL041C below_threshold
YDL177C below_threshold
YKL050C cytosol
YLR376C below_threshold
YIL049W cytosol
YGR008C below_threshold
YOR024W below_threshold
YPL281C cytosol
YPR106W below_threshold
YNL218W nucleus
YBR293W below_threshold
YGR114C below_threshold
YPR049C punctate
YGL154C cytosol
YDR393W below_threshold
YDL219W below_threshold
YMR040W below_threshold
YOR359W below_threshold
YBR051W below_threshold
YOR026W nucleus
YML073C below_threshold
YDR414C below_threshold
YMR049C cytosol
YAL009W cytosol
YPL189W below_threshold
YER104W below_threshold
YJR024C cytosol
YDL098C nucleus
YLR281C mitochondria
YJR087W below_threshold
YJL225C below_threshold
YML043C nucleolus
YNL254C nucleus
YJL194W nucleus
YAR069C below_threshold
YML106W below_threshold
YBR258C cytosol
YGR122W cytosol
YJR141W cytosol
YNL253W nucleus
YBR271W cytosol
YGL161C cytosol
YGL065C below_threshold
YJR102C below_threshold
YBR210W cytosol
YDL179W cytosol
YPL176C below_threshold
YLR466W punctate
YNL321W below_threshold
YLR126C cytosol
YKL146W below_threshold
YMR153C-A below_threshold
YDR545W below_threshold
YGL249W below_threshold
YDL045C below_threshold
YOR307C below_threshold
YGL258W-A below_threshold
YHR056C below_threshold
YOR060C nucleus
YDL138W below_threshold
YPL267W below_threshold
YER007W below_threshold
YDR066C cytosol
YPL282C below_threshold
YJR111C below_threshold
YDR213W nucleus
YLR141W nucleolus
YGL036W cytosol
YLR242C below_threshold
YGL009C below_threshold
YLR230W below_threshold
YOR377W below_threshold
YDL059C below_threshold
YGR082W below_threshold
YNR069C below_threshold
YPR175W below_threshold
YBR239C nucleus
YJR152W below_threshold
YBR302C below_threshold
YBR270C below_threshold
YER057C cytosol
YJR018W below_threshold
YOL006C cytosol
YDR005C below_threshold
YLR085C nucleus
YPL058C below_threshold
YJR155W below_threshold
YIR014W below_threshold
YBR031W cytosol
YCR038C below_threshold
YEL009C nucleus
YHR079C-A below_threshold
YJR161C below_threshold
YPR097W below_threshold
YKR047W below_threshold
YMR211W below_threshold
YLL020C below_threshold
YJL199C below_threshold
YMR198W punctate
YBR221C below_threshold
YHR177W cytosol
YDR149C below_threshold
YBR161W below_threshold
YDL171C punctate
YOR192C below_threshold
YMR185W cytosol
YMR176W nucleus
YCR097W below_threshold
YBR037C mitochondria
YPL018W punctate
YKL214C nucleus
YPL071C below_threshold
YJR094W-A below_threshold
YMR055C punctate
YGR154C cytosol
YNL249C below_threshold
YHL028W below_threshold
YDL107W mitochondria
YNL196C below_threshold
YDR065W mitochondria
YEL069C below_threshold
YKL172W below_threshold
YNR070W below_threshold
YPR204W below_threshold
YLR353W below_threshold
YMR141C below_threshold
YOR064C nucleus
YBR002C below_threshold
YER015W below_threshold
YAL008W ambiguous
YGR103W cytosol
YHR080C below_threshold
YGL050W below_threshold
YLR117C below_threshold
YMR305C vacuole
YJR146W below_threshold
YBR223C below_threshold
YMR299C cytosol
YJL133W below_threshold
YMR063W below_threshold
YBR107C punctate
YDR162C below_threshold
YDR009W below_threshold
YGL088W below_threshold
YLR149C below_threshold
YGL229C below_threshold
YLR107W nucleus
YHR155W below_threshold
YNL082W nucleus
YJL035C nucleus:cytosol
YPL032C below_threshold
YDR379C-A below_threshold
YLR161W below_threshold
YDR114C below_threshold
YBR233W below_threshold
YHR210C cytosol
YKL137W below_threshold
YAL058W below_threshold
YKR019C below_threshold
YPR016W-A below_threshold
YLR467W below_threshold
YBR083W nucleus
YIL023C below_threshold
YIL072W below_threshold
YPL094C below_threshold
YNL320W below_threshold
YGR159C below_threshold
YLR431C below_threshold
YJL216C below_threshold
YAL005C below_threshold
YBL054W below_threshold
YDR013W below_threshold
YBR224W below_threshold
YLL019C below_threshold
YHR001W-A below_threshold
YEL033W cytosol
YDL035C below_threshold
YDL096C below_threshold
YAL047C punctate
YOL102C below_threshold
YMR199W below_threshold
YAL011W below_threshold
YJL059W below_threshold
YBR240C below_threshold
YLR128W cytosol
YIL149C below_threshold
YMR194C-A below_threshold
YBL052C nucleus
YOL165C below_threshold
YHR021W-A below_threshold
YAL055W punctate
YHL036W below_threshold
YJR092W bud_neck
YJL073W below_threshold
YDR357C punctate
YMR217W below_threshold
YCL059C cytosol
YDR286C below_threshold
YBR153W below_threshold
YGL192W below_threshold
YKL202W below_threshold
YLR137W cytosol
YHR169W below_threshold
YML104C below_threshold
YKL107W below_threshold
YKL120W below_threshold
YHR043C below_threshold
YGR117C below_threshold
YNL332W cytosol
YNR068C below_threshold
YGR292W cytosol
YGR093W below_threshold
YOL062C below_threshold
YPL085W below_threshold
YGR146C below_threshold
YMR052C-A below_threshold
YDR241W below_threshold
YJR020W below_threshold
YKL055C mitochondria
YOR186W below_threshold
YLR234W nucleus
YKL001C below_threshold
YBR104W below_threshold
YHR164C nucleus
YMR023C mitochondria
YOL082W punctate
YDL231C below_threshold
YDR058C below_threshold
YOL084W below_threshold
YIL013C below_threshold
YPR146C below_threshold
YNR077C below_threshold
YBL014C nucleolus
YBR108W cytosol
YJR089W punctate
YDR287W below_threshold
YLR227C below_threshold
YIL010W nucleus
YDL086W below_threshold
YFL066C cytosol
YAL027W below_threshold
YGR164W below_threshold
YLL057C below_threshold
YJL187C cytosol
YLR453C nucleus:cytosol
YDR480W nucleus
YER176W below_threshold
YPL052W below_threshold
YMR013W-A below_threshold
YAR042W below_threshold
YOR364W below_threshold
YCL069W below_threshold
YNL129W below_threshold
YIR027C cytosol
YGL051W below_threshold
YKL090W below_threshold
YCR068W below_threshold
YGL263W below_threshold
YMR224C nucleus
YLR428C below_threshold
YJL077C mitochondria
YJL117W below_threshold
YGL171W below_threshold
YDL057W below_threshold
YNL289W below_threshold
YNL046W below_threshold
YGL094C below_threshold
YDR231C below_threshold
YDR170C below_threshold
YKL053C-A below_threshold
YEL025C nucleus
YBL034C punctate
YPL201C below_threshold
YMR163C cytosol
YDL055C cytosol
YNL120C below_threshold
YHL045W below_threshold
YPL277C below_threshold
YDL240C-A below_threshold
YFR038W below_threshold
YLR456W below_threshold
YDR265W punctate
YKR101W below_threshold
YOR360C below_threshold
YNL022C nucleus
YJR043C below_threshold
YFR033C below_threshold
YDR341C below_threshold
YPL164C below_threshold
YIR032C below_threshold
YNL033W below_threshold
YJL131C mitochondria
YOR228C mitochondria
YDL135C below_threshold
YHR049W below_threshold
YKL035W below_threshold
YKL032C below_threshold
YBL012C below_threshold
YOR181W below_threshold
YIL017C cytosol
YDR008C below_threshold
YOL141W below_threshold
YMR119W nuclear_periphery
YGL052W below_threshold
YGR166W below_threshold
YDR309C cytosol
YER181C below_threshold
YLR127C nucleus
YOR156C nucleus
YKR016W below_threshold
YLR458W below_threshold
YIL037C below_threshold
YIR009W nucleus:cytosol
YLR174W below_threshold
YLR246W below_threshold
YHR078W below_threshold
YFL065C below_threshold
YNL085W cytosol
YOR202W below_threshold
YNL025C nucleus
YMR164C nucleus
YCR008W below_threshold
YDR203W below_threshold
YPL140C below_threshold
YLR381W punctate
YBL044W below_threshold
YLR463C below_threshold
YGR193C below_threshold
YER029C below_threshold
YJR012C below_threshold
YAL018C below_threshold
YDR254W below_threshold
YDL170W nucleus
YDL022W below_threshold
YOR341W below_threshold
YNL231C cytosol
YDR366C below_threshold
YNL276C below_threshold
YPL228W below_threshold
YGR071C nucleus
YJL185C below_threshold
YIL127C nucleus
YNL337W below_threshold
YDR011W below_threshold
YEL004W cytosol
YAL042W below_threshold
YOR047C below_threshold
YLR202C cytosol
YOR125C below_threshold
YKL011C mitochondria
YPL174C below_threshold
YGL257C below_threshold
YOR002W below_threshold
YKL089W punctate
YOL035C below_threshold
YCR020C below_threshold
YGL136C mitochondria
YGL072C below_threshold
YHR195W below_threshold
YLR308W below_threshold
YIL110W nucleus:cytosol
YBR300C below_threshold
YIL086C below_threshold
YHR004C punctate:cytosol
YOR161C cell_periphery
YLL055W below_threshold
YGL069C below_threshold
YDR030C below_threshold
YIR005W below_threshold
YPL062W cytosol
YKR001C punctate
YBR089W below_threshold
YDR499W below_threshold
YBR024W below_threshold
YIR033W below_threshold
YNL295W below_threshold
YLR321C below_threshold
YGR017W below_threshold
YGR223C below_threshold
YNL314W below_threshold
YCL028W below_threshold
YLR341W below_threshold
YBR275C nuclear_periphery
YDR038C below_threshold
YMR137C nucleus
YBR099C below_threshold
YOR346W nucleus
YGL163C nucleus
YBL094C below_threshold
YHR168W below_threshold
YGL258W below_threshold
YGL261C below_threshold
YEL035C below_threshold
YDR125C mitochondria
YGR003W below_threshold
YER044C-A below_threshold
YNL293W below_threshold
YMR155W below_threshold
YDR290W below_threshold
YCR038W-A below_threshold
YLR423C punctate
YPL235W below_threshold
YBR220C below_threshold
YGR108W below_threshold
YMR070W below_threshold
YGR006W below_threshold
YJL089W below_threshold
YDR316W below_threshold
YOL138C below_threshold
YER112W below_threshold
YBL019W below_threshold
YJL058C below_threshold
YDR315C below_threshold
YDR527W below_threshold
YBR098W below_threshold
YJL103C below_threshold
YAL040C below_threshold
YGR212W below_threshold
YPL203W below_threshold
YML021C below_threshold
YHL019C punctate
YLL065W below_threshold
YOR139C below_threshold
YJR135W-A below_threshold
YKL217W below_threshold
YNR002C below_threshold
YNL296W below_threshold
YPL163C cytosol
YBR150C below_threshold
YNL279W below_threshold
YPR046W below_threshold
YFL030W below_threshold
YDR317W below_threshold
YJL046W below_threshold
YBR058C nucleus
YDR022C punctate
YNL209W below_threshold
YGL022W below_threshold
YNL057W below_threshold
YGL170C below_threshold
YCL023C below_threshold
YOR167C below_threshold
YJL193W below_threshold
YOR282W below_threshold
YCR102W-A below_threshold
YPR093C cytosol
YDR004W nucleus:cytosol
YER042W below_threshold
YPL216W below_threshold
YFR035C below_threshold
YKL116C below_threshold
YBR124W below_threshold
YML083C below_threshold
YHR057C below_threshold
YBR088C below_threshold
YOL110W below_threshold
YKR034W below_threshold
YOL022C below_threshold
YNL312W below_threshold
YLL066C below_threshold
YHR054C below_threshold
YGR243W below_threshold
YHL041W below_threshold
YNL303W below_threshold
YLR379W cytosol
YHR133C below_threshold
YDR451C nucleus
YDR355C below_threshold
YER070W cytosol
YBR185C below_threshold
YPL271W below_threshold
YOR085W ambiguous
YLR266C below_threshold
YMR032W bud_neck
YFR027W nucleus
YFR046C punctate
YGL074C below_threshold
YBR280C below_threshold
YGR213C below_threshold
YOR235W below_threshold
YKR090W below_threshold
YDL042C below_threshold
YKL058W below_threshold
YMR232W below_threshold
YBR040W below_threshold
YFL031W below_threshold
YDL073W below_threshold
YGL183C below_threshold
YFR045W below_threshold
YAR070C below_threshold
YPL060W below_threshold
YLR233C below_threshold
YJL182C below_threshold
YBR158W cytosol
YPR177C below_threshold
YMR207C mitochondria
YHR189W mitochondria
YMR046W-A below_threshold
YLR288C below_threshold
YDR471W below_threshold
YJL175W below_threshold
YHR180W below_threshold
YDR432W cytosol
YLR356W below_threshold
YOR378W below_threshold
YDL076C below_threshold
YJL174W below_threshold
YLR265C nucleus
YAL037W below_threshold
YDL041W below_threshold
YDL221W below_threshold
YNL067W-A below_threshold
YOR079C below_threshold
YDR401W below_threshold
YGL002W below_threshold
YPL024W nucleus
YBL111C below_threshold
YNR009W nucleus
YLR346C below_threshold
YOR030W below_threshold
YDR544C below_threshold
YGR057C below_threshold
YCL049C below_threshold
YJR054W below_threshold
YLR086W below_threshold
YIL135C below_threshold
YDR543C below_threshold
YOR031W below_threshold
YOR194C below_threshold
YOR225W below_threshold
YIL048W below_threshold
YHL040C below_threshold
YOR266W below_threshold
YGR153W below_threshold
YBR062C below_threshold
YHR216W below_threshold
YGL162W cytosol
YIL152W below_threshold
YKR087C mitochondria
YBR183W below_threshold
YGL204C below_threshold
YGL187C below_threshold
YOR384W below_threshold
YBR274W below_threshold
YOL065C cytosol
YDR340W below_threshold
YPL188W below_threshold
YDL242W below_threshold
YJL066C below_threshold
YOL009C punctate
YKL163W cytosol
YNL051W below_threshold
YML054C below_threshold
YOR008C-A below_threshold
YBR048W cytosol
YLR062C below_threshold
YEL010W below_threshold
YKL136W below_threshold
YGL220W below_threshold
YBR050C below_threshold
YDR156W below_threshold
YKL224C below_threshold
YMR245W below_threshold
YGR184C below_threshold
YOR153W below_threshold
YGL175C cytosol
YJR030C bud_neck
YCR105W below_threshold
YGR188C punctate
YPL181W below_threshold
YAL012W below_threshold
YPL027W below_threshold
YJR098C below_threshold
YBR289W nucleus
YOL039W below_threshold
YCL021W-A cytosol
YGR199W below_threshold
YDR262W below_threshold
YLR188W below_threshold
YDR140W below_threshold
YLR068W below_threshold
YGR214W cytosol
YBR250W below_threshold
YHR061C below_threshold
YLR081W below_threshold
YBL031W below_threshold
YLR014C below_threshold
YLR416C below_threshold
YEL030W below_threshold
YKR015C below_threshold
YOL001W nucleus
YNR076W below_threshold
YHR167W below_threshold
YER021W below_threshold
YAL064W-B below_threshold
YLR368W below_threshold
YOR204W cytosol
YDR206W below_threshold
YPL102C below_threshold
YPL017C below_threshold
YOR380W below_threshold
YLR239C mitochondria
YJR123W below_threshold
YOR388C below_threshold
YJL038C below_threshold
YNL210W below_threshold
YOR041C below_threshold
YKL225W below_threshold
YDR421W nucleus
YLR112W below_threshold
YFL009W below_threshold
YBR044C below_threshold
YBR277C below_threshold
YAL049C below_threshold
YGL114W below_threshold
YLL025W below_threshold
YIL024C below_threshold
YIL009W below_threshold
YHL042W below_threshold
YLR133W below_threshold
YDL140C below_threshold
YGL254W below_threshold
YAR068W below_threshold
YNL115C below_threshold
YML065W cytosol
YJR115W below_threshold
YPL008W nucleus
YKL115C below_threshold
YHR139C-A below_threshold
YML051W below_threshold
YGR197C below_threshold
YLR104W below_threshold
YBR246W cytosol
YOR029W below_threshold
YJL094C below_threshold
YNL334C below_threshold
YLL047W below_threshold
YPL040C below_threshold
YLR116W below_threshold
YNR043W below_threshold
YBR022W below_threshold
YKL005C below_threshold
YNL187W below_threshold
YOR053W below_threshold
YPR005C below_threshold
YGR144W below_threshold
YNL236W cytosol
YDL114W cytosol
YDL113C below_threshold
YDR540C below_threshold
YBR173C below_threshold
YDR323C punctate
YDR002W below_threshold
YGR296W below_threshold
YBR186W below_threshold
YDR503C below_threshold
YNL243W below_threshold
YBR103C-A below_threshold
YAR073W below_threshold
YIL134W below_threshold
YDL172C below_threshold
YML036W below_threshold
YIL169C below_threshold
YOL091W below_threshold
YOL101C below_threshold
YOL112W below_threshold
YFL052W below_threshold
YMR251W below_threshold
YBR230C below_threshold
YOL160W below_threshold
YLR013W below_threshold
YHR097C below_threshold
YHL044W below_threshold
YDR154C below_threshold
YLR331C below_threshold
YPL056C below_threshold
YAR023C below_threshold
YER091C-A below_threshold
YEL012W below_threshold
YPR018W below_threshold
YOR350C below_threshold
YDR337W below_threshold
YOR071C below_threshold
YBR294W below_threshold
YIL009C-A below_threshold
YJL007C below_threshold
YPL279C below_threshold
YGL090W below_threshold
YLR122C below_threshold
YKL141W below_threshold
YGL193C below_threshold
YPL283C below_threshold
YMR031W-A below_threshold
YJR108W below_threshold
YHR194W below_threshold
YLR318W below_threshold
YOR177C below_threshold
YBR299W below_threshold
YER121W below_threshold
YOR155C below_threshold
YKR056W cytosol
YJL156W-A below_threshold
YBR245C below_threshold
YJL223C below_threshold
YDR372C cytosol
YJR034W below_threshold
YER050C below_threshold
YDL118W below_threshold
YJR062C below_threshold
YOR037W mitochondria
YNL222W below_threshold
YGL210W below_threshold
YGR041W bud_neck
YKR104W below_threshold
YNL259C below_threshold
YFL058W cytosol
YPR117W below_threshold
YFL055W below_threshold
YHL005C below_threshold
YOR149C below_threshold
YDR324C below_threshold
YOR193W punctate
YOR114W below_threshold
YNL011C below_threshold
YER032W bud_neck
YKL160W below_threshold
YNR052C below_threshold
YPR026W below_threshold
YGL061C below_threshold
YDL223C below_threshold
YDR351W below_threshold
YGL226W mitochondria
YKL195W below_threshold
YFL057C below_threshold
YDR199W below_threshold
YLR099W-A below_threshold
YDR061W below_threshold
YPR203W below_threshold
YNL273W below_threshold
YIL021W cytosol
YGR101W mitochondria
YCL002C below_threshold
YCR064C below_threshold
YIL102C below_threshold
YBR019C below_threshold
YEL002C below_threshold
YDR230W below_threshold
YKL207W below_threshold
YAL064C-A below_threshold
YIL162W below_threshold
YGR010W below_threshold
YNR015W below_threshold
YBL069W below_threshold
YDR523C below_threshold
YLR156W below_threshold
YER009W below_threshold
YJR095W below_threshold
YLL014W below_threshold
YIL125W below_threshold
YGL215W cytosol
YDR318W punctate
YNL089C below_threshold
YBL062W below_threshold
YMR269W below_threshold
YOR258W below_threshold
YMR316C-B below_threshold
YER130C below_threshold
YGR288W below_threshold
YFL003C cytosol
YLR183C nucleus:cytosol
YJR011C below_threshold
YNL230C below_threshold
YJL191W below_threshold
YBR131W below_threshold
YPL153C below_threshold
YLR410W below_threshold
YPR109W below_threshold
YDL131W below_threshold
YGL208W below_threshold
YGR026W below_threshold
YDR179W-A below_threshold
YPL022W below_threshold
YMR302C below_threshold
YIL029C below_threshold
YBR063C below_threshold
YAL044W-A below_threshold
YHR093W below_threshold
YMR216C below_threshold
YNL018C below_threshold
YIL073C below_threshold
YGL186C ER
YHR139C below_threshold
YOL152W below_threshold
YGR052W below_threshold
YLL012W below_threshold
YJR107W below_threshold
YGR015C mitochondria
YBR301W below_threshold
YDL156W below_threshold
YOL046C below_threshold
YMR017W below_threshold
YKL006W below_threshold
YIL146C below_threshold
YML087C below_threshold
YOR271C below_threshold
YML019W below_threshold
YDR242W below_threshold
YJR162C below_threshold
YJR159W below_threshold
YJR039W below_threshold
YBR193C below_threshold
YJR037W below_threshold
YKL157W below_threshold
YIL046W below_threshold
YML090W below_threshold
YPL186C below_threshold
YMR306W below_threshold
YPR135W nucleus
YMR244C-A below_threshold
YNL028W below_threshold
YMR202W below_threshold
YNL151C below_threshold
YDR285W below_threshold
YPR098C below_threshold
YPL137C below_threshold
YMR187C below_threshold
YMR294W below_threshold
YGR151C below_threshold
YOL034W nucleus
YJR099W below_threshold
YKR027W below_threshold
YLR236C below_threshold
YPR076W below_threshold
YOR349W below_threshold
YAL033W below_threshold
YHR156C nucleus
YDR196C below_threshold
YHR016C below_threshold
YHL038C below_threshold
YEL072W below_threshold
YJR021C below_threshold
YCR106W cytosol
YBR228W below_threshold
YGL099W below_threshold
YOR390W below_threshold
YOR268C below_threshold
YCL056C below_threshold
YLL067C below_threshold
YPR061C below_threshold
YOR376W below_threshold
YPL068C below_threshold
YOL103W below_threshold
YER045C below_threshold
YDR222W below_threshold
YBR211C below_threshold
YDR035W below_threshold
YOL037C below_threshold
YDR467C below_threshold
YPR202W below_threshold
YIR025W below_threshold
YHL050C below_threshold
YOR134W below_threshold
YLR260W below_threshold
YGR230W below_threshold
YGL118C below_threshold
YDL214C below_threshold
YLR037C below_threshold
YOR339C below_threshold
YBL078C below_threshold
YER127W below_threshold
YPL035C below_threshold
YCR085W below_threshold
YLR424W below_threshold
YBL083C below_threshold
YDR384C below_threshold
YGL260W below_threshold
YBL049W below_threshold
YOR056C below_threshold
YGR294W below_threshold
YFL015C below_threshold
YGR022C below_threshold
YNL242W below_threshold
YFR055W below_threshold
YBL093C below_threshold
YPR176C below_threshold
YBR146W below_threshold
YGR007W below_threshold
YLR282C below_threshold
YIL028W below_threshold
YGR141W below_threshold
YER174C below_threshold
YMR262W below_threshold
YOR008W-B below_threshold
YNL040W below_threshold
YPL209C punctate
YKL092C cytosol
YMR098C below_threshold
YJR106W below_threshold
YOR309C below_threshold
YHR048W below_threshold
YIL099W below_threshold
YKL079W below_threshold
YCL068C below_threshold
YNR073C below_threshold
YAL060W below_threshold
YDR107C below_threshold
YOR363C nucleus
YGL102C below_threshold
YBR241C below_threshold
YKL140W below_threshold
YDR153C below_threshold
YDL039C below_threshold
YIL137C below_threshold
YDR260C below_threshold
YOR003W below_threshold
YJR035W below_threshold
YOL105C below_threshold
YOR087W below_threshold
YML041C nucleus
YNL140C below_threshold
YNL262W below_threshold
YBR262C below_threshold
YLR115W below_threshold
YMR021C below_threshold
YJR127C below_threshold
YNL251C below_threshold
YHR087W below_threshold
YMR025W below_threshold
YLR253W below_threshold
YIL132C below_threshold
YBR064W below_threshold
YFL010W-A below_threshold
YLR307W cytosol
YPR119W below_threshold
YIR013C below_threshold
YLR049C below_threshold
YGR253C below_threshold
YDR120C below_threshold
YPL021W below_threshold
YKL076C below_threshold
YNL013C below_threshold
YOL117W below_threshold
YBL109W below_threshold
YOR213C below_threshold
YPR038W below_threshold
YMR322C below_threshold
YCL022C below_threshold
YJL163C below_threshold
YGR113W below_threshold
YCL076W below_threshold
YBL108C-A below_threshold
YNL092W below_threshold
YOR242C below_threshold
YJL051W cytosol
YHR109W below_threshold
YKR005C below_threshold
YLL058W below_threshold
YJR090C below_threshold
YGL150C below_threshold
YBL030C below_threshold
YCL027W below_threshold
YCR071C mitochondria
YER085C below_threshold
YDL037C below_threshold
YEL038W below_threshold
YER093C-A below_threshold
YHR160C below_threshold
YPL257W below_threshold
YIR037W below_threshold
YHR134W below_threshold
YHR081W below_threshold
YMR321C below_threshold
YDR040C below_threshold
YAL034C below_threshold
YBR026C mitochondria
YBR204C cytosol
YDL139C below_threshold
YML015C below_threshold
YNL235C below_threshold
YOR273C below_threshold
YJR103W below_threshold
YNR072W below_threshold
YOR316C below_threshold
YDR344C cytosol
YAR060C below_threshold
YLR099C below_threshold
YBL088C below_threshold
YMR057C below_threshold
YEL045C below_threshold
YDR423C below_threshold
YDL200C below_threshold
YAR007C below_threshold
YHL014C below_threshold
YGL125W below_threshold
YGR066C below_threshold
YHL046C below_threshold
YPL036W below_threshold
YOR054C below_threshold
YPR039W below_threshold
YGR035C below_threshold
YLR247C nucleus
YBL106C below_threshold
YHR159W below_threshold
YEL077C below_threshold
YOL027C below_threshold
YMR136W below_threshold
YDL239C below_threshold
YCR045C below_threshold
YPL196W below_threshold
YFL032W below_threshold
YIL114C below_threshold
YPL041C below_threshold
YOR076C below_threshold
YFR048W below_threshold
YIL087C mitochondria
YDR336W below_threshold
YIL113W below_threshold
YMR265C below_threshold
YLR184W below_threshold
YOR345C below_threshold
YKL213C below_threshold
YPR013C below_threshold
YKR086W below_threshold
