ORF	EL	MM
YNL036W	2.521	0.066
YNL183C	0.609	0.071
YLR362W	0.395	0.094
YJL192C	4.585	0.071
YOR242C	0.005	0.093
YEL020W-A	12.548	0.127
YGL262W	0.001	0.06
YOR291W	0.327	0.073
YLR146W-A	2.222	0.095
YER161C	1.03	0.069
YPL154C	13.131	0.119
YNL003C	0.599	0.074
YOR315W	2.119	0.098
YNL024C-A	5.688	0.112
YPL104W	0.255	0.063
YOL078W	0.221	0.084
YNL176C	0.395	0.064
YGL161C	2.339	0.087
YIL056W	0.357	0.078
YKL057C	1.032	0.084
YLR237W	0.525	0.203
YHL035C	0.087	0.086
YIL119C	0.831	0.104
YGL121C	0.141	0.065
YDR122W	0.661	0.077
YLR116W	0.64	0.068
YFL028C	1.508	0.084
YDR370C	0.331	0.076
YPR100W	7.679	0.092
YDR155C	90.266	0.406
YIL071C	0.15	0.082
YPL213W	0.888	0.072
YKL188C	0.018	0.083
YLR087C	0.09	0.088
YGR072W	0.678	0.103
YBR170C	1.435	0.08
YIL134C-A	0.001	0.053
YBR167C	0.801	0.088
YIL084C	0.697	0.119
YDR097C	0.907	0.072
YJL001W	8.735	0.111
YBR069C	4.359	0.089
YKR039W	0.427	0.077
YGL089C	0.01	0.05
YHR043C	1.27	0.5
YNR066C	0.072	0.071
YHL034C	43.071	0.162
YHR091C	0.157	0.074
YCL054W	2.437	0.093
YOR008C	1.818	0.085
YLR187W	0.636	0.08
YKR101W	0.149	0.079
YMR264W	2.464	0.079
YGR213C	0.035	0.055
YDR238C	5.336	0.095
YMR174C	0.323	0.159
YLR336C	1.036	0.082
YAL034C	0.062	0.073
YLR273C	0.057	0.076
YPR152C	0.369	0.078
YGR076C	1.745	0.085
YIL124W	4.134	0.087
YDL133W	0.411	0.083
YBR238C	0.641	0.075
YER174C	1.454	0.098
YKL103C	2.523	0.08
YMR227C	0.631	0.102
YJL039C	1.099	0.082
YBL008W-A	0.018	0.063
YKL167C	1.937	0.069
YHR038W	0.892	0.095
YNL307C	4.497	0.078
YDR207C	0.543	0.086
YOR103C	14.302	0.09
YLR038C	7.992	0.104
YNL236W	0.553	0.076
YIR010W	0.487	0.119
YGL048C	7.117	0.074
YLR354C	37.355	0.151
YHR135C	2.591	0.128
YNL119W	1.068	0.084
YJL146W	0.57	0.083
YPR137W	2.761	0.072
YDL224C	0.947	0.067
YER069W	0.618	0.073
YDR084C	2.691	0.093
YOL135C	1.013	0.076
YEL058W	3.186	0.075
YFL022C	13.993	0.112
YJL028W	0.0	0.1
YGL207W	4.754	0.097
YDR123C	0.342	0.071
YGR105W	8.753	0.085
YGR258C	0.192	0.08
YBR203W	0.031	0.08
YLR082C	0.422	0.086
YBR240C	0.036	0.067
YPL129W	5.528	0.088
YGL094C	0.29	0.071
YKL033W	0.209	0.076
YDR339C	3.558	0.092
YGL157W	3.202	0.107
YKL074C	0.671	0.062
YOR279C	0.407	0.079
YFR032C-B	0.129	0.105
YDR307W	0.784	0.077
YML128C	0.495	0.089
YMR049C	4.417	0.098
YDR336W	0.238	0.079
YPR120C	0.516	0.092
YGR121C	0.134	0.074
YJL165C	0.694	0.079
YIL123W	20.908	0.156
YMR280C	0.026	0.093
YMR079W	15.5	0.099
YCR024C-B	0.197	0.131
YMR178W	2.26	0.074
YPL189W	0.025	0.08
YOR072W-B	0.001	0.378
YDL119C	0.741	0.074
YBR177C	3.586	0.09
YDR100W	3.628	0.088
YDL141W	0.977	0.067
YGR210C	2.339	0.075
YML088W	0.467	0.085
YMR055C	0.329	0.064
YGR188C	0.091	0.079
YGR120C	0.749	0.072
YJL059W	0.347	0.076
YAL002W	0.14	0.076
YOR214C	0.001	0.082
YML060W	0.778	0.093
YDL091C	0.339	0.076
YPL109C	0.112	0.067
YGR167W	12.812	0.129
YPR133W-A	16.068	0.161
YOR183W	0.022	0.108
YOR223W	0.798	0.087
YBR259W	0.098	0.072
YBL064C	2.444	0.071
YPL024W	0.339	0.096
YNL325C	0.274	0.06
YDR477W	1.697	0.092
YNR018W	6.159	0.085
YPR108W	6.209	0.108
YPL227C	1.517	0.099
YDR405W	1.333	0.063
YOL019W	1.093	0.08
YOL146W	1.265	0.083
YLR036C	0.65	0.127
YBR056W	1.481	0.089
YDR439W	0.277	0.074
YGL191W	9.429	0.102
YNL104C	9.441	0.243
YML115C	1.978	0.089
YNL055C	44.927	0.121
YJL158C	66.264	0.336
YBR198C	1.325	0.076
YIL007C	0.756	0.084
YKL068W-A	3.016	0.08
YOL013W-A	0.002	0.354
YOR380W	0.086	0.07
YGR018C	0.029	0.912
YBR235W	0.315	0.078
YOR142W	6.508	0.101
YAR008W	0.575	0.057
YMR217W	22.601	0.137
YJR059W	0.96	0.082
YNL113W	19.603	0.091
YNL219C	1.653	0.073
YGL105W	29.637	0.151
YOR251C	2.972	0.088
YFR025C	1.093	0.073
YCL038C	0.429	0.081
YER101C	0.469	0.07
YML100W	1.133	0.065
YGR161W-C	0.676	0.097
YJR035W	0.176	0.084
YNL261W	0.492	0.06
YAL030W	3.147	0.067
YOR142W-A	0.0	0.076
YDL040C	3.64	0.088
YNR055C	0.791	0.06
YMR166C	0.291	0.068
YER039C-A	0.212	0.075
YJR060W	4.545	0.108
YMR113W	0.712	0.059
YHR077C	0.44	0.097
YLR179C	18.272	0.1
YOR389W	0.041	0.421
YMR063W	0.221	0.062
YMR117C	0.652	0.121
YPR084W	0.234	0.063
YMR029C	0.73	0.071
YIL108W	0.97	0.076
YER169W	0.414	0.072
YBR175W	0.918	0.069
YCR083W	2.547	0.059
YDL168W	5.78	0.086
YKL104C	4.699	0.077
YKL096W	10.313	0.099
YJL172W	6.092	0.089
YNL090W	4.31	0.054
YJL190C	197.979	0.732
YCL049C	0.548	0.069
YOR192C-A	0.142	0.459
YDL055C	78.288	0.203
YPL124W	0.498	0.087
YIR011C	1.37	0.069
YKL006C-A	1.787	0.042
YOL159C	0.708	0.08
YER168C	1.206	0.074
YBR265W	2.078	0.09
YOR231W	0.623	0.075
YOL017W	0.306	0.083
YPL252C	6.562	0.098
YDL064W	5.431	0.085
YML004C	6.992	0.084
YOR080W	0.119	0.088
YDL045C	0.734	0.079
YCL004W	0.105	0.088
YOR391C	0.0	0.079
YBR199W	2.288	0.072
YDR519W	5.472	0.065
YKR085C	2.571	0.059
YLL012W	0.574	0.077
YGL030W	213.832	0.334
YML045W	0.006	0.107
YBR197C	0.817	0.055
YDL105W	0.273	0.1
YGL028C	5.15	0.117
YJL036W	0.96	0.086
YPR180W	1.193	0.085
YGR099W	0.261	0.073
YKL014C	1.01	0.09
YDR169C-A	0.005	0.076
YIL019W	1.508	0.071
YLR340W	427.731	0.342
YBR236C	1.266	0.066
YOR192C-B	0.036	0.67
YDR001C	1.3	0.085
YBR111C	6.528	0.107
YML101C	2.003	0.086
YFR030W	0.603	0.075
YDR443C	0.214	0.083
YGR063C	11.864	0.079
YDR126W	0.158	0.051
YCR066W	0.237	0.09
YLR069C	0.851	0.084
YDL037C	0.004	0.081
YAL042W	8.471	0.073
YJR021C	0.256	0.092
YDR192C	1.397	0.079
YOR176W	3.424	0.068
YML035C	2.159	0.079
YDR256C	0.005	0.067
YLL001W	1.446	0.084
YPL014W	0.4	0.072
YIL103W	1.192	0.076
YNL102W	0.933	0.092
YJR126C	0.652	0.077
YNL240C	0.669	0.08
YNR028W	1.3	0.091
YML052W	5.589	0.092
YLR059C	1.809	0.075
YGR123C	3.696	0.08
YHR072W-A	30.187	0.145
YGL043W	6.021	0.077
YGR152C	1.316	0.081
YOR373W	0.574	0.088
YDR210W-A	0.005	0.436
YNL048W	0.898	0.086
YNL284C-A	0.305	0.683
YDL114W	0.002	0.072
YJL179W	3.928	0.091
YGR142W	0.745	0.101
YBR018C	0.08	0.08
YOL055C	0.28	0.073
YGL196W	0.876	0.083
YML030W	1.585	0.092
YMR072W	14.648	0.107
YDR379W	0.307	0.065
YPR103W	8.384	0.1
YKR021W	0.226	0.073
YER106W	0.008	0.087
YOR245C	0.553	0.076
YJR015W	3.85	0.096
YJL131C	0.346	0.089
YEL016C	0.217	0.084
YMR295C	25.21	0.162
YOR186W	0.019	0.071
YMR065W	0.025	0.079
YJR094W-A	108.854	0.64
YOR258W	0.285	0.064
YJL106W	0.001	0.075
YOL102C	1.366	0.073
YMR105C	0.836	0.079
YIR029W	0.035	0.065
YDR244W	0.744	0.079
YLR061W	522.14	0.445
YOL090W	1.376	0.079
YNL022C	0.995	0.065
YHR109W	0.185	0.073
YGR155W	28.706	0.136
YGR127W	0.225	0.075
YDL128W	3.224	0.079
YBR162C	18.129	0.116
YGR015C	0.216	0.083
YML049C	0.409	0.098
YOR003W	0.079	0.08
YIL076W	5.512	0.068
YER154W	1.253	0.083
YDR132C	0.225	0.072
YNL035C	1.428	0.066
YBR070C	0.812	0.093
YCR023C	0.343	0.092
YDR434W	1.584	0.087
YGR040W	0.547	0.06
YDR497C	3.961	0.103
YGL012W	8.908	0.108
YOL014W	0.086	0.048
YBR230W-A	1.966	0.057
YKR010C	0.354	0.078
YCR097W	1.843	0.136
YPL012W	2.417	0.092
YJR151C	0.011	0.133
YPR174C	0.854	0.065
YOR303W	1.429	0.069
YBR244W	7.614	0.14
YNL099C	2.041	0.088
YAR009C	0.004	0.104
YDR226W	59.475	0.178
YDR422C	0.613	0.071
YJL186W	3.315	0.081
YDL052C	3.79	0.081
YHR147C	1.682	0.077
YLR009W	8.386	0.13
YGL135W	23.383	0.988
YLR361C-A	1.988	0.131
YDR099W	25.079	0.272
YLR303W	0.271	0.074
YGL060W	0.623	0.065
YNL100W	1.224	0.049
YDR169C	0.794	0.074
YPL248C	0.018	0.076
YMR145C	3.184	0.115
YGL225W	14.103	0.106
YGL241W	0.59	0.074
YJR042W	1.216	0.073
YPL074W	0.351	0.084
YER134C	3.473	0.075
YPL034W	0.178	0.073
YPR164W	0.221	0.095
YPR109W	0.339	0.063
YDR394W	5.024	0.082
YCR052W	1.967	0.096
YIL031W	0.178	0.079
YAR014C	1.172	0.08
YJL180C	0.73	0.061
YMR111C	0.222	0.071
YER176W	0.649	0.099
YKL058W	3.477	0.086
YPR133C	3.525	0.096
YML008C	17.279	0.109
YNL162W-A	1.082	0.076
YLR029C	188.777	0.884
YLR118C	2.473	0.066
YOR337W	0.308	0.08
YMR160W	0.211	0.077
YLR307C-A	0.011	0.057
YKR008W	1.368	0.085
YKL144C	1.852	0.073
YBR213W	0.538	0.088
YBR220C	0.853	0.207
YLR034C	2.59	0.078
YOR174W	0.686	0.083
YGL076C	55.461	0.9
YNL196C	0.004	0.105
YNL306W	2.921	0.059
YJL068C	3.571	0.084
YOR292C	0.324	0.059
YGL019W	3.069	0.076
YBL005W-A	0.182	0.973
YDL047W	2.621	0.076
YBR161W	0.484	0.074
YML130C	2.325	0.088
YPR093C	0.251	0.056
YNL118C	1.399	0.088
YIL072W	0.015	0.068
YER145C	9.001	0.078
YMR308C	3.099	0.078
YMR019W	0.19	0.078
YDR020C	0.661	0.063
YDL025C	0.44	0.072
YJR043C	0.713	0.09
YDR381W	24.139	0.142
YBR103W	0.567	0.075
YGR267C	3.97	0.089
YDR242W	0.03	0.075
YBR001C	0.525	0.09
YLR423C	0.212	0.087
YGR212W	0.145	0.05
YOR334W	0.334	0.056
YDR299W	2.256	0.1
YPR200C	0.05	0.06
YOR004W	2.73	0.089
YNL277W	0.446	0.067
YLR384C	2.425	0.085
YNL329C	0.173	0.07
YGR035C	1.365	0.041
YBR141C	0.598	0.054
YDR318W	0.225	0.088
YML094W	8.843	0.091
YGL008C	130.95	0.481
YNL072W	1.031	0.086
YNL336W	0.041	0.98
YDR218C	0.009	0.068
YGL146C	0.051	0.06
YDR195W	0.735	0.088
YLR097C	0.372	0.074
YDR326C	0.591	0.077
YKL140W	0.846	0.073
YML111W	0.574	0.078
YCR068W	0.393	0.076
YCR012W	961.775	0.486
YOR132W	1.061	0.08
YOR040W	0.395	0.083
YHR088W	3.134	0.113
YKL016C	7.943	0.093
YER074W	81.864	0.944
YDR210W	38.815	0.338
YHR052W	4.992	0.11
YLR399C	3.122	0.092
YDR356W	0.879	0.101
YER184C	0.038	0.088
YMR084W	0.003	0.072
YLR127C	0.153	0.088
YBR133C	0.511	0.07
YGL096W	0.069	0.069
YFR026C	0.003	0.104
YNL135C	53.438	0.256
YPR184W	0.114	0.074
YPL172C	0.293	0.075
YLL031C	0.912	0.071
YOR354C	0.678	0.079
YPL246C	3.294	0.086
YCR053W	21.207	0.149
YBR041W	1.16	0.085
YNL010W	16.741	0.127
YKL170W	5.416	0.102
YPL125W	0.705	0.076
YBR034C	5.002	0.108
YJL094C	0.405	0.06
YLR035C-A	0.0	0.343
YIR034C	2.945	0.082
YIL094C	7.229	0.088
YNR023W	0.519	0.086
YFR040W	0.709	0.082
YDR534C	2.454	0.314
YJL133C-A	6.408	0.114
YGR118W	83.402	0.936
YER067W	2.479	0.094
YER046W	0.288	0.051
YOR093C	0.176	0.075
YBR020W	0.235	0.079
YGL129C	1.017	0.076
YML097C	0.79	0.07
YBR297W	0.128	0.137
YJR137C	0.823	0.095
YFR007W	0.372	0.054
YDR190C	5.781	0.085
YJL104W	3.41	0.114
YNL046W	0.468	0.074
YKR031C	0.292	0.075
YNR064C	0.035	0.09
YMR200W	3.697	0.085
YJR121W	14.526	0.105
YBL088C	0.039	0.083
YER072W	58.534	0.198
YER060W-A	0.009	0.336
YGR104C	0.738	0.065
YGR052W	0.123	0.049
YDR484W	0.389	0.087
YHR025W	10.854	0.088
YLR011W	0.573	0.068
YGR252W	0.693	0.079
YNL132W	2.851	0.094
YOL032W	0.955	0.064
YOL123W	8.68	0.105
YGR292W	0.001	0.284
YPL274W	2.275	0.091
YOL101C	0.527	0.092
YPL032C	1.641	0.088
YDR171W	1.082	0.074
YCR020C	0.039	0.064
YBR142W	1.457	0.092
YOR125C	1.204	0.079
YGL143C	0.277	0.071
YOR030W	0.16	0.081
YHR116W	0.941	0.136
YOR350C	0.166	0.082
YEL017C-A	73.714	0.667
YNL020C	0.293	0.08
YNR072W	0.0	0.09
YKR041W	0.167	0.074
YBR195C	0.591	0.087
YPR013C	0.181	0.098
YOR064C	0.277	0.076
YDL123W	1.259	0.084
YGR046W	0.405	0.091
YHR156C	0.241	0.072
YIL009W	1.078	0.1
YPR111W	0.326	0.08
YOR298C-A	46.052	0.205
YFL038C	20.508	0.139
YGL231C	5.048	0.089
YIR026C	1.835	0.08
YLL018C	21.974	0.126
YKL135C	1.294	0.066
YKL039W	3.121	0.076
YEL044W	2.542	0.097
YNL208W	28.334	0.229
YDR044W	4.204	0.094
YDL088C	1.051	0.078
YJL027C	0.002	0.065
YIL115C	1.988	0.126
YAR018C	0.462	0.075
YNR071C	0.009	0.058
YOR253W	4.229	0.065
YPR075C	2.537	0.101
YDR023W	29.183	0.175
YLR312C	0.024	0.082
YGR146C-A	0.043	0.122
YPL257W	0.202	0.066
YPL152W	0.757	0.078
YML055W	2.377	0.095
YGL204C	0.93	0.168
YHR196W	1.805	0.098
YGL216W	0.492	0.081
YOL105C	0.102	0.09
YLR177W	0.168	0.097
YPL099C	1.003	0.075
YOR138C	0.784	0.083
YJR044C	3.595	0.115
YLR016C	0.639	0.065
YDR515W	0.68	0.088
YLR218C	0.721	0.091
YIR033W	0.782	0.094
YML070W	5.27	0.074
YJL043W	0.009	0.047
YNL054W	0.488	0.089
YGL193C	0.006	0.088
YER156C	5.377	0.067
YDR069C	0.257	0.081
YBR106W	37.267	0.141
YDL145C	4.753	0.086
YCL055W	1.271	0.09
YJL091C	0.985	0.094
YDR033W	40.375	0.272
YIL137C	1.987	0.08
YIL037C	0.014	0.085
YDR461C-A	1.881	0.083
YFR037C	5.736	0.079
YLR049C	1.088	0.076
YCR079W	0.137	0.061
YGL203C	1.552	0.076
YMR311C	3.907	0.104
YNL267W	0.513	0.076
YGR140W	0.314	0.082
YEL012W	0.964	0.046
YJR050W	0.912	0.101
YMR070W	0.822	0.125
YER088C	1.856	0.081
YHR146W	7.413	0.112
YBR149W	6.442	0.087
YLR266C	0.11	0.077
YEL013W	3.147	0.092
YER093C-A	0.429	0.064
YHR039C-A	36.636	0.27
YBL032W	5.734	0.121
YNL050C	1.327	0.099
YBR086C	2.545	0.094
YCR024C	0.179	0.073
YNL047C	0.304	0.084
YFL013C	1.61	0.075
YML039W	0.0	0.1
YNR073C	0.007	0.3
YNL222W	1.408	0.076
YNL237W	0.119	0.057
YER119C	0.923	0.08
YOR194C	2.305	0.091
YMR025W	0.2	0.091
YHL040C	1.343	0.073
YPL061W	80.356	0.179
YDR191W	0.307	0.076
YDR117C	1.304	0.097
YLR180W	27.514	0.283
YLR008C	3.868	0.115
YOR143C	0.826	0.075
YOR127W	0.387	0.063
YOL129W	4.684	0.076
YBR202W	1.111	0.085
YDR398W	2.184	0.091
YGL251C	0.019	0.09
YNL263C	3.615	0.081
YJR012C	0.493	0.097
YNL005C	1.235	0.08
YBR104W	1.546	0.062
YKR089C	0.522	0.092
YIL034C	3.918	0.103
YPL057C	1.182	0.086
YPL141C	0.303	0.075
YER179W	0.041	0.076
YLR007W	0.378	0.048
YMR204C	0.217	0.07
YMR274C	0.425	0.061
YNL067W	33.199	0.792
YDR305C	0.98	0.117
YDR510W	36.219	0.109
YOR114W	0.219	0.073
YPL191C	0.256	0.092
YNL066W	10.089	0.137
YDL192W	37.726	0.574
YNL197C	1.365	0.067
YHR001W-A	4.681	0.115
YJR124C	0.987	0.074
YBL057C	2.419	0.095
YKL025C	1.15	0.081
YDR160W	0.07	0.081
YJL011C	2.462	0.116
YMR078C	0.401	0.073
YCL058W-A	5.852	0.97
YBR077C	2.046	0.088
YNR058W	0.015	0.067
YMR197C	2.656	0.063
YOL016C	1.23	0.06
YLR213C	0.098	0.073
YHL011C	6.949	0.102
YNL151C	2.525	0.087
YDR456W	1.615	0.074
YER183C	1.277	0.087
YKR068C	2.758	0.066
YMR017W	0.024	0.067
YPL271W	13.225	0.09
YBL015W	0.99	0.075
YKR078W	0.21	0.066
YPR001W	0.024	0.068
YPL181W	1.42	0.082
YCL045C	5.119	0.095
YPL077C	0.359	0.073
YDL241W	1.225	0.052
YJL210W	0.959	0.06
YDL207W	0.605	0.09
YPL017C	0.04	0.065
YGR028W	0.595	0.066
YDR418W	314.055	0.72
YPL155C	0.407	0.059
YKL121W	0.114	0.071
YML038C	0.834	0.068
YOR381W	0.059	0.071
YBR223C	0.219	0.059
YER155C	0.837	0.081
YNL184C	0.022	0.348
YGL053W	0.3	0.558
YDR357C	1.158	0.085
YGR024C	1.15	0.064
YBR269C	2.822	0.074
YJL087C	0.73	0.098
YGR061C	7.352	0.1
YPL033C	0.006	0.059
YDR498C	0.66	0.091
YHR216W	1.084	0.44
YOR069W	1.763	0.239
YER038C	0.144	0.07
YBR108W	0.573	0.1
YLR301W	15.061	0.093
YHR200W	7.365	0.097
YJL099W	0.303	0.067
YKL106W	1.106	0.088
YBL035C	0.867	0.082
YDL227C	1.932	0.089
YCR101C	0.077	0.07
YIR007W	0.347	0.073
YPL069C	0.502	0.075
YNL204C	0.001	0.082
YGL116W	0.693	0.077
YDL130W-A	3.594	0.099
YJR061W	0.044	0.068
YNL032W	0.887	0.082
YGL142C	0.473	0.072
YMR045C	0.176	0.514
YJL124C	5.592	0.108
YOR307C	0.634	0.069
YER151C	1.812	0.076
YNL256W	0.797	0.064
YNL253W	0.579	0.086
YNL002C	6.832	0.132
YDR331W	1.497	0.065
YIL065C	2.11	0.063
YKL127W	4.67	0.082
YDR059C	0.919	0.084
YBL049W	0.049	0.081
YOL144W	0.885	0.106
YOR164C	4.991	0.085
YGL009C	23.984	0.114
YHL015W	241.096	0.386
YFL014W	4.572	0.095
YDR302W	1.864	0.071
YLR126C	1.186	0.069
YOR262W	0.938	0.085
YNL258C	0.712	0.089
YOR276W	54.941	0.152
YER105C	0.94	0.079
YGL077C	2.727	0.077
YPL013C	2.926	0.076
YIL054W	0.0	0.107
YGR165W	1.156	0.075
YMR127C	0.274	0.077
YPL001W	0.931	0.074
YDR315C	0.189	0.069
YER041W	0.069	0.079
YOL040C	269.586	0.359
YGR161C-D	0.001	0.197
YHR175W	2.274	0.057
YCL048W	0.007	0.077
YOR113W	0.405	0.099
YBL100W-A	0.008	0.278
YMR085W	0.002	0.079
YLR333C	84.813	0.782
YMR022W	5.014	0.042
YJR085C	10.569	0.158
YPL122C	0.557	0.08
YOL103W-A	0.269	0.074
YMR015C	4.847	0.094
YGR174C	0.697	0.107
YBR102C	0.715	0.084
YBL027W	122.364	0.833
YPL128C	1.001	0.089
YGL001C	4.166	0.099
YOR131C	1.745	0.1
YLR372W	12.38	0.098
YLR226W	0.683	0.094
YHR078W	0.281	0.073
YBR126C	6.74	0.086
YMR095C	0.015	0.066
YHR061C	0.687	0.063
YDL131W	3.99	0.725
YFL062W	0.0	0.929
YHR123W	1.537	0.092
YER027C	3.312	0.083
YMR005W	1.532	0.096
YIL161W	0.485	0.051
YDR501W	0.275	0.084
YGR211W	6.903	0.089
YOR109W	1.211	0.074
YDR486C	2.276	0.078
YKL110C	1.596	0.08
YCL051W	0.386	0.079
YOR228C	0.255	0.059
YDL081C	172.359	0.416
YLR388W	104.413	0.797
YDR311W	0.784	0.087
YDR353W	22.945	0.182
YIL143C	0.769	0.074
YMR267W	0.877	0.08
YKL179C	1.15	0.087
YDR176W	0.609	0.102
YPL151C	0.334	0.077
YGR067C	0.018	0.078
YKL098W	0.269	0.067
YNL081C	2.839	0.072
YLR079W	2.003	0.082
YMR322C	0.0	0.082
YOL158C	2.534	0.082
YDR129C	9.951	0.126
YJR027W	0.0	0.108
YOR016C	2.267	0.1
YDR473C	0.443	0.074
YKL082C	4.953	0.126
YOR383C	37.03	0.4
YHR012W	1.801	0.074
YLR065C	2.377	0.07
YLR256W	1.141	0.107
YHR007C	16.01	0.125
YLR147C	2.687	0.089
YMR309C	7.835	0.125
YMR238W	2.055	0.071
YJL132W	0.097	0.063
YJR006W	0.673	0.076
YDR284C	2.096	0.101
YDL154W	0.012	0.081
YPR117W	0.014	0.08
YKL109W	0.385	0.071
YHR167W	0.796	0.068
YFL034C-B	1.306	0.067
YDR253C	0.093	0.075
YMR143W	97.575	0.848
YDR219C	0.592	0.092
YHR021C	184.492	0.521
YOR031W	0.035	0.06
YML120C	0.835	0.078
YDR124W	0.009	0.087
YNL287W	5.322	0.095
YCR032W	0.081	0.091
YBR217W	0.286	0.099
YHR033W	0.018	0.065
YPR131C	1.888	0.102
YPL090C	16.578	0.995
YHR171W	0.195	0.076
YOR142W-B	0.0	0.144
YLR253W	0.374	0.086
YOR256C	0.501	0.078
YER061C	0.388	0.083
YOL047C	0.02	0.061
YKL055C	0.2	0.062
YPL177C	2.737	0.078
YPL005W	0.088	0.077
YIL004C	2.032	0.119
YER137C	0.867	0.12
YLR088W	1.346	0.069
YPR033C	10.147	0.092
YKL088W	1.033	0.085
YDR520C	0.303	0.07
YLR262C	1.879	0.53
YLR017W	3.871	0.09
YDR330W	0.978	0.092
YLR195C	3.115	0.068
YLR397C	1.1	0.079
YOR171C	1.536	0.077
YNL232W	2.646	0.108
YIR005W	0.651	0.072
YDR470C	0.569	0.082
YOL051W	1.259	0.131
YBR296C-A	0.04	0.14
YHR140W	0.168	0.075
YHR137W	3.556	0.088
YBR045C	0.031	0.076
YER162C	0.209	0.069
YIL051C	77.146	0.221
YGL101W	2.446	0.066
YOR086C	1.851	0.087
YNL246W	1.72	0.08
YGL198W	6.712	0.07
YPR113W	8.403	0.081
YMR191W	0.66	0.066
YPL020C	0.374	0.084
YDR381C-A	0.506	0.089
YAL012W	38.157	0.163
YDR363W	0.297	0.081
YCR092C	0.301	0.08
YBR207W	1.329	0.077
YGR177C	1.299	0.074
YBR233W	1.336	0.07
YPR202W	0.002	0.396
YOR045W	11.402	0.135
YLR189C	0.261	0.092
YNL309W	0.828	0.084
YNL239W	4.395	0.087
YIR001C	1.832	0.089
YIR031C	0.034	0.055
YDL004W	9.085	0.092
YGL041W-A	4.301	0.181
YAL005C	61.437	0.934
YLR368W	0.181	0.07
YDL072C	6.175	0.095
YNL262W	0.432	0.089
YKR009C	0.056	0.068
YDR385W	6.292	1.0
YDL024C	0.02	0.062
YPR003C	0.247	0.084
YBR185C	0.959	0.071
YNL130C	2.901	0.085
YNL278W	0.318	0.07
YLR424W	0.205	0.065
YOR026W	0.357	0.062
YOR160W	0.671	0.077
YDR460W	0.994	0.094
YLL057C	0.015	0.069
YGL223C	0.811	0.078
YOR180C	0.019	0.056
YLR057W	0.352	0.073
YPL039W	0.348	0.089
YPL071C	0.461	0.098
YPL050C	3.148	0.081
YER099C	2.087	0.102
YMR106C	0.201	0.089
YDL082W	82.694	0.831
YDL113C	0.457	0.077
YDR170W-A	0.04	0.885
YKL086W	0.407	0.089
YBR289W	0.589	0.118
YHR136C	4.765	0.076
YOL060C	0.801	0.073
YMR028W	0.783	0.074
YPR083W	0.171	0.073
YGR148C	78.163	0.815
YGR133W	0.451	0.063
YDL136W	7.253	0.992
YDR294C	1.876	0.078
YIL049W	0.459	0.075
YGR084C	1.059	0.065
YGL036W	0.345	0.091
YHR184W	0.08	0.094
YGR029W	1.837	0.077
YMR284W	0.24	0.083
YLR284C	0.286	0.073
YHL024W	0.071	0.081
YJR116W	0.844	0.055
YCL017C	3.479	0.082
YMR303C	0.185	0.647
YOR301W	0.928	0.097
YBR211C	0.613	0.067
YDR062W	3.587	0.071
YHL002W	2.155	0.097
YMR234W	0.419	0.074
YOR349W	0.123	0.069
YLR277C	0.43	0.082
YKL212W	6.289	0.083
YPL267W	1.25	0.094
YBL043W	0.018	0.068
YML007C-A	0.172	0.07
YNL242W	0.172	0.077
YOR322C	0.514	0.077
YFR053C	3.635	0.181
YJR013W	0.933	0.096
YOR167C	142.981	0.624
YHR177W	0.056	0.061
YDL126C	22.979	0.157
YKL061W	0.853	0.088
YOL133W	9.022	0.101
YDR022C	0.414	0.063
YOR097C	0.537	0.088
YIL022W	2.403	0.071
YOR032C	0.012	0.077
YPR098C	1.966	0.116
YHR050W	1.064	0.081
YLL055W	0.033	0.11
YEL011W	0.216	0.068
YMR251W	0.014	0.06
YKL010C	0.738	0.08
YNL211C	0.394	0.072
YDL171C	3.356	0.088
YLR134W	1.239	0.654
YBL071C-B	0.042	0.015
YGL164C	0.542	0.091
YPL175W	0.321	0.082
YIL091C	1.333	0.089
YDR144C	1.968	0.087
YFR039C	0.738	0.089
YNL315C	1.451	0.079
YCL012C	0.973	0.078
YNL180C	1.266	0.086
YNL082W	0.351	0.083
YDR514C	0.561	0.083
YBR074W	1.073	0.067
YJR161C	0.025	0.961
YHR114W	1.067	0.072
YKR104W	0.003	0.062
YMR230W-A	0.002	0.094
YDR364C	0.36	0.073
YLR264W	85.982	0.628
YJL109C	1.594	0.081
YOL151W	3.254	0.078
YER122C	5.653	0.11
YKL059C	0.841	0.09
YBR024W	0.6	0.063
YJR156C	0.007	0.483
YLR098C	0.195	0.075
YLR231C	2.952	0.085
YOR152C	0.297	0.069
YOL086C	508.9	0.804
YDL147W	7.299	0.109
YMR096W	0.114	0.068
YDL164C	1.135	0.08
YOR329C	0.593	0.084
YIL030C	1.807	0.078
YPR070W	0.444	0.077
YBR255C-A	0.816	0.104
YNR065C	0.002	0.315
YNL162W	50.649	0.984
YJL012C	11.865	0.117
YPL031C	1.975	0.084
YNL024C	0.15	0.08
YPL159C	0.921	0.085
YNR067C	3.289	0.078
YPL231W	15.964	0.138
YKL205W	0.869	0.075
YGR086C	24.095	0.167
YPL028W	18.212	0.131
YPL135W	11.314	0.05
YLR292C	4.789	0.092
YDL197C	0.138	0.075
YLR170C	7.731	0.087
YBR258C	0.627	0.071
YGR124W	19.652	0.263
YDR478W	0.61	0.102
